,imdb_id,rating,rating_count,review_count,critics_count
30658,tt3495000,7.3,8258,51,31
30659,tt0811066,7.1,7426,38,12
30660,tt0151150,6.2,7966,10,1
30661,tt0094374,7.1,898,19,39
30662,tt0084921,7.5,1575,26,18
30663,tt0364647,8.3,2978,14,3
30664,tt0076939,7.1,592,16,10
30665,tt0077262,7.2,345,17,5
30666,tt0079609,7.2,521,7,7
30667,tt0080971,7.4,467,10,11
30668,tt0079043,6.7,212,5,3
30669,tt0080905,7.5,953,18,10
30670,tt0290820,7.7,818,5,
30671,tt0086304,7.2,464,11,4
30672,tt1833673,5.4,37280,397,44
30673,tt1317478,7.4,1255,8,
30674,tt0199813,6.9,393,7,2
30675,tt0441048,6.4,19494,142,17
30676,tt1754264,5.8,15439,32,23
30677,tt0067009,6.9,646,11,8
30678,tt0293199,4.5,48,3,2
30679,tt0473310,1.9,6109,44,11
30680,tt2181831,8.3,9717,39,34
30681,tt2932606,7.3,479,5,29
30682,tt3471320,6.7,140,2,
30683,tt0426265,7.1,156,0,1
30684,tt0246734,6.7,3230,20,17
30685,tt0991243,6.3,1153,6,19
30686,tt3302706,6.7,4826,29,78
30687,tt0408730,7.5,920,3,
30688,tt1469864,7.0,107,0,3
30689,tt2193185,6.3,1253,18,1
30690,tt2637276,6.3,145853,239,286
30691,tt1558575,5.0,1686,53,2
30692,tt1514425,3.4,878,28,20
30693,tt0043953,8.4,2964,26,2
30694,tt2073679,8.4,514,5,4
30695,tt4203824,8.3,409,3,3
30696,tt3322420,8.3,49076,185,43
30697,tt2815072,5.3,3971,27,17
30698,tt0341555,6.7,5281,31,21
30699,tt1727770,6.0,29483,72,81
30700,tt2293640,6.4,172189,294,323
30701,tt2640474,6.8,5400,30,55
30702,tt0071274,4.4,324,10,26
30703,tt0081439,5.6,806,7,5
30704,tt0052906,5.6,79,3,1
30705,tt0047835,5.4,90,4,1
30706,tt0050155,6.5,441,18,6
30707,tt0073451,6.7,392,17,23
30708,tt0065032,6.8,1730,36,7
30709,tt0053879,7.2,848,10,2
30710,tt2144007,3.8,555,3,12
30711,tt0074087,3.6,27,0,
30712,tt3531852,6.8,3927,32,17
30713,tt0154378,7.1,275,12,12
30714,tt1462050,4.7,1090,1,8
30715,tt4024104,7.0,393,3,8
30716,tt2463154,5.7,1241,7,8
30717,tt0049593,6.3,1151,15,10
30718,tt0430239,3.8,1560,48,36
30719,tt1730704,3.8,4804,29,15
