"id","name"
57108,"Usher Raymond"
52037,"Robert Richard"
7678,"Hart Bochner"
12543,"Eileen Ryan"
65426,"Mayumi Iizuka"
65427,"Yūji Ueda"
73044,"Ikue Ōtani"
40325,"Megumi Hayashibara"
20054,"Elaine Cassidy"
7708,"Arsinée Khanjian"
43131,"Gerard McSorley"
37421,"James Naughton"
77331,"John Livingston"
4239,"Yasiin Bey"
117636,"Maris Wrixon"
117637,"Gene ODonnell"
117638,"Dorothy Vaughan"
100806,"Henry Hall"
20365,"Margaret Lindsay"
101742,"Leonard Mudie"
29600,"Holmes Herbert"
70147,"Robert Arkins"
70148,"Michael Aherne"
931883,"Dave Finnegan"
87545,"Marjorie Reynolds"
131001,"Virginia Dale"
77114,"Walter Abel"
77260,"Paul Anka"
25154,"Arletty"
25155,"Jean-Louis Barrault"
3282,"Sara Gilbert"
73733,"Megan Edwards"
102729,"Greg Vaughan"
59369,"Susan Tyrrell"
68411,"Sô Yamamura"
109410,"Joanne Woodward"
171271,"Roberta Wallach"
193808,"Judith Lowry"
942574,"Nell Potts"
54127,"David Spielberg"
2111,"Rosanna DeSoto"
70991,"Delle Bolton"
70992,"Josh Albee"
84240,"Joaquin Martinez"
69555,"John Fraser"
5962,"Yvonne Furneaux"
67917,"Patrick Wymark"
14834,"Cliff Osmond"
27034,"Bruce Yarnell"
556915,"Bruce Balden"
556916,"Jacqueline Bassett"
556917,"Symon Basterfield"
556918,"Andrew Brackfield"
560304,"John Brisby"
11107,"Ben Foster"
18270,"Orlando Jones"
53585,"Sheila Gish"
26157,"Harold Pinter"
980147,"Nikola Ristanovski"
225704,"Vlado Jovanovski"
4640,"Dejan Aćimović"
1364580,"Petar Temelkovski"
953,"Cecilia Roth"
958,"Candela Peña"
961,"Antonia San Juan"
239337,"Marina Pierro"
102104,"Françoise Blanchard"
19613,"Mike Marshall"
581063,"Carina Barone"
104256,"Fanny Magier"
89670,"Stan Laurel"
78057,"Oliver Hardy"
94105,"Charlotte Henry"
94331,"Felix Knight"
30553,"Henry Brandon"
70492,"Peggy Dow"
42416,"Lamberto Maggiorani"
42417,"Enzo Staiola"
42419,"Lianella Carell"
944148,"Gino Saltamerenda"
975006,"Vittorio Antonucci"
77080,"Will Oldham"
70626,"Tsutomu Yamazaki"
71027,"Kenichi Hagiwara"
13251,"Tatsuya Mihashi"
131200,"Hakuô Matsumoto"
42627,"James Wilby"
8515,"Jane Darwell"
8517,"Charley Grapewin"
8518,"Dorris Bowdon"
41216,"June Allyson"
46711,"Robert Keith"
14869,"Margaret Sullavan"
85956,"Sara Haden"
3202,"Edie McClurg"
45865,"Ellen Hamilton Latzen"
2977,"Jamey Sheridan"
1813086,"Brady Tsurutani"
35090,"Billy Green Bush"
1777523,"Shane Bailey"
113068,"Ed Berke"
113069,"Carol Robbins"
113070,"Jennifer Roosendahl"
62014,"Barry Miller"
33658,"Skipp Sudduth"
7061,"Joanna Page"
53999,"Eileen Walsh"
51860,"Jewel"
43893,"Kimberly J. Brown"
1700177,"Jennifer Paige"
44987,"Claudio Camaso"
44988,"Anna Maria Rosati"
27382,"Chris Avram"
33613,"Sheryl Lee Ralph"
81179,"Frank Lovejoy"
89581,"William Talman"
30307,"José Torvay"
126549,"Sam Hayes"
18802,"Ronald Reagan"
16766,"John Litel"
75926,"Janine Lindemulder"
101281,"Darrel Guilbeau"
1800940,"Michelle Kemp"
1328809,"Jeff Greenman"
1800939,"Lara Belmonte"
78285,"Marion ODwyer"
78286,"Niall OShea"
65032,"Ciaran Owens"
78287,"Roxanna Williams"
79357,"James Bolam"
78940,"Michael Goodliffe"
75468,"Julie Hamilton"
3062,"Daniel Wyllie"
10131,"Sara Rue"
1877540,"Ben Duncan (DJ)"
58520,"Daniel Okrent"
28040,"Dan Moran"
11482,"Tony Darrow"
1499720,"Hugh Panaro"
1499721,"Michael Shawn Lucas"
1167813,"Milla Davenport"
1368766,"Percy Haswell"
1368767,"Fay Lemport"
1196934,"Mahlon Hamilton"
144016,"Howard Truesdale"
144017,"Kathleen Myers"
144018,"Ray Thompson"
1364095,"Brown Eyes"
11544,"Jean Gabin"
11545,"Dita Parlo"
11548,"Georges Péclet"
9259,"Lisa Jane Persky"
100208,"Julie Anne Haddock"
44625,"Lew Bracker"
44626,"Marvin Carter"
44627,"Patsy DAmore"
69777,"Barbara Kellerman"
19728,"Mark Harmon"
33359,"Buster Crabbe"
82349,"Julie Bishop"
82316,"Edward Woods"
1173173,"Philo McCullough"
120556,"E. Alyn Warren"
144005,"Margaret Leahy"
10525,"Joe Roberts"
144006,"Lillian Lawrence"
33684,"Bono"
82426,"The Edge"
82428," Larry Mullen Jr."
82427,"Adam Clayton"
111191,"Arthur Godfrey"
33432,"Arija Bareikis"
18041,"Oded Fehr"
63492,"Corbin Allred"
29685,"Kurt Fuller"
24239,"Lara Belmont"
72466,"Colin Farrell"
128598,"Freddie Cunliffe"
94770,"Chance Ward"
14290,"Richard Tucker"
939842,"Wilson Benge"
91638,"Kerwin Mathews"
861,"Kathryn Grant"
10925,"Torin Thatcher"
83315,"Richard Eyer"
94271,"Alec Mango"
14975,"Porter Hall"
35194,"John Emery"
9462,"Randall Duk Kim"
23504,"Kiersten Warren"
67778,"Jonathan Lipnicki"
166002,"Itzhak Perlman"
13301,"Quincy Jones"
10881,"Toby Stephens"
78018,"Allan Corduner"
1834,"Shirley Henderson"
1176597,"Anne Arthur"
46683,"Karin Field"
1176599,"Sabrina Koch"
589137,"Harald Baerow"
138020,"Tony Peck"
14331,"Nestor Serrano"
8960,"Antonio Mendoza"
8961,"Phil Spector"
1280308,"Rob Reed"
124555,"Chief Thundercloud"
82677,"Lynne Roberts"
34505,"Stanley Andrews"
97571,"Heather Sears"
14372,"Donald Wolfit"
38358,"Donald Houston"
128330,"Rossana Podestà"
12520,"Silvana Mangano"
71140,"Franco Interlenghi"
25336,"Bob Zmuda"
19468,"Gerry Becker"
51944,"Mike Epps"
65132,"Don Curry"
25868,"Vicellous Reon Shannon"
65030,"Joe Breen"
65031,"Michael Legge"
29528,"Matthew Rhys"
1010073,"Osheen Jones"
557139,"Fred A. Leuchter Jr."
557140,"Robert Jan Van Pelt"
557141,"David Irving"
557143,"Caroline Leuchter"
69791,"Charles Haid"
1226313,"Ken James"
64710,"Reeve Carney"
43662,"Anne Suzuki"
10883,"Rick Yune"
1037305,"Ryan Daugherty"
51391,"Frankie Muniz"
1375346,"Chaon Cross"
33191,"Ayesha Dharker"
1167095,"K. Krishna"
1167096,"Vishwas"
1167097,"Sonu Sisupal"
29261,"Lloyd Hughes"
1302584,"Gloria Hope"
32139,"David Torrence"
1262680,"Forrest Robinson"
834,"Otto Preminger"
7347,"Robert Strauss"
9109,"Harvey Lembeck"
3981,"Jenette Goldstein"
15666,"Victor Jory"
14575,"Barbara Nichols"
1247011,"Bobby Sherwood"
115086,"William Challee"
70870,"Helmut Döring"
70871,"Paul Glauer"
70872,"Gisela Hertwig"
70873,"Hertel Minkner"
1578737,"Gertrud Piccini"
75397,"Rod Mullinar"
27932,"Lilli Palmer"
93051,"Uta Hagen"
31545,"John Richardson"
84251,"Ivo Garrani"
98485,"Arturo Dominici"
98486,"Enrico Olivieri"
30124,"Susan Hayward"
14168,"Hildegard Knef"
58277,"Kathy Ireland"
115308,"Ron Randell"
55821,"Luther Adler"
118946,"Brian Backer"
2,"199316"
1405572,"Jay Fletcher"
34947,"Kevin Conroy"
21520,"Sam Wanamaker"
44409,"Soledad Miranda"
44423,"Ewa Strömberg"
30766,"Dennis Price"
101549,"Paul Müller"
100732,"Heidrun Kussin"
9088,"Janet Gaynor"
13816,"May Robson"
14966,"Andy Devine"
139211,"Edith Meeks"
139212,"Millie White"
139213,"Buck Smith"
550672,"Anne Giotta "
29381,"Nobu McCarthy"
103714,"Linda Lawson"
42574,"Gavin Muir"
117714,"Marjorie Eaton"
67026,"Janet Suzman"
20246,"Dave Hill"
67027,"Anne-Louise Lambert"
67028,"Hugh Fraser"
87268,"Julia Migenes"
87269,"Ruggero Raimondi"
87270,"Faith Esham"
77886,"Plácido Domingo"
1378394,"Lillian Watson"
47644,"Frances Barber"
107241,"Brian Deacon"
142081,"Eric Deacon"
25466,"Eiji Okada"
94188,"Kyoko Kishida"
96806,"Ginzô Sekiguchi"
96804,"Kôji Mitsui"
96805,"Sen Yano"
6212,"Zak Orth"
16948,"Nancho Novo"
19819,"Ingrid Rubio"
1061544,"Beatriz Santiago"
1061545,"Javier Manrique"
66884,"Emlyn Williams"
33547,"Anthony Steel"
107432,"Barbara Murray"
1225428,"Mary Tamm"
40954,"Maria Schell"
144048,"Edward Jobson"
144049,"Beulah Booker"
144050,"Edward Connelly"
144051,"Edward Alexander"
129422,"Irving Cummings"
99377,"T. Roy Barnes"
14488,"Snitz Edwards"
144011,"Ruth Dwyer"
144012,"Frances Raymond"
10599,"Anna Quayle"
79641,"Irene Handl"
1204882,"Patricia Quinn"
1453024,"Elvin Jones"
108988,"k.d. lang"
24264,"Craig Ferguson"
33533,"David Rasche"
116289,"Orgyen Tobgyal"
233102,"Neten Chokling"
116291,"Jamyang Lodro"
1189229,"Lama Chonjor"
1189230,"Lama Godhi"
940958,"Alberto Estrella"
941030,"Pedro Altamirano"
11975,"Roberto Cobo"
77224,"Quinn Cummings"
77225,"Barbara Rhoades"
108773,"Sergio Corrieri"
1293290,"Luz María Collazo"
1293291,"José Gallardo"
2168,"Jean Bouise"
1060325,"Raúl García"
20624,"Mary Wickes"
84613,"Madeline Zima"
52420,"John Newton"
38691,"Anne Pitoniak"
92461,"Winston Rekert"
8852,"Michele Lamar Richards"
51755,"Ian Ogilvy"
15746,"Barbara Babcock"
68109,"Sheila Kelley"
6714,"Mädchen Amick"
6715,"Dana Ashbrook"
6717,"James Marshall"
70590,"Teresa Mo"
70591,"Philip Chan Yan-Kin"
47820,"Benoît Poelvoorde"
63174,"Rémy Belvaux"
63175,"André Bonzel"
63242,"Jacqueline Poelvoorde-Pappaert"
358432,"Édith Le Merdy"
20498,"Carlos Gallardo"
57470,"Jaime de Hoyos"
57471,"Peter Marquardt"
1192733,"Reinol Martinez"
1192734,"Ramiro Gomez"
59956,"Estelle Getty"
4790,"Martin Ferrero"
64826,"Isabel Glasser"
12646,"Terry OQuinn"
64239,"Frankie Thorn"
71444,"Robin Burrows"
35595,"Scott Foley"
54790,"David Della Rocco"
54791,"David Ferry"
19909,"Josep Maria Pou"
962,"Rosa Maria Sardà"
589542,"Mario Gas"
1075385,"Sophia Adella Luke"
9211,"Eduardo Yáñez"
80253,"Anjanette Comer"
99888,"Susanne Zenor"
16978,"David Mooney"
2758,"Timothy Carey"
146710,"Katherine Cassavetes"
1225450,"Lester Rawlins"
99825,"Al Lewis"
19866,"Guillaume Canet"
19867,"Staffan Kihlbom"
90453,"Nikita Hopkins"
77482,"Ken Sansom"
19540,"Peter Cullen"
195399,"Madhur Jaffrey"
1290218,"Riju Bajaj"
146106,"Minzhi Wei"
146107,"Huike Zhang"
146108,"Zhenda Tian"
146109,"Enman Gao"
150157,"Zhimei Sun"
1335919,"David Rosen"
1175530,"Alexa Jago"
930319,"Jonathan Aube"
3122,"Sammi Davis"
40276,"Gary Dourdan"
119884,"Gretchen Palmer"
268119,"Soloman K. Smith"
582889,"Bryce Wilson"
88617,"Jean Wallace"
41755,"Brian Donlevy"
9112,"Neville Brand"
3754,"Mel Ferrer"
97561,"William Finley"
1373457,"Julie Brown"
235362,"Gemma Phoenix"
29699,"Ricky Tomlinson"
107729,"Tom Hickey"
93476,"Suzy Kendall"
134234,"Christian Roberts"
41234,"Judy Geeson"
1220662,"Lulu"
1027222,"Floyd Gibbons"
1027226,"Richard E. Byrd"
28099,"Lewis Fitz-Gerald"
26054,"Claudia Black"
138413,"Charles Kay"
29796,"Rosalind Ayres"
93848,"Julian Firth"
1211850,"Edward Jewesbury"
81798,"Jean Parker"
29036,"Nils Asther"
31209,"Ludwig Stössel"
89253,"George Pembroke"
13855,"Al Ernest Garcia"
2,"147963"
2,"120701"
13852,"Virginia Cherrill"
13853,"Florence Lee"
13854,"Harry Myers"
108729,"Molly McCarthy"
21301,"Edna Purviance"
148063,"Dave Anderson"
148064,"Minnie Chaplin"
148065,"Syd Chaplin"
19426,"Jackie Coogan"
21306,"Albert Austin"
63380,"Beulah Bains"
11128,"Arthur Kennedy"
10023,"Cathy ODonnell"
109846,"Alex Nicol"
41214,"Forrest Tucker"
31169,"Julie Adams"
40242,"Max Baer"
115488,"Misty Rowe"
157467,"Blackie Dammett"
162139,"Fred McCarren"
83622,"Eve Miller"
4356,"Patrice Wymore"
78793,"John Archer"
77675,"Vera-Ellen"
939642,"Bobby Howes"
16921,"Clotilde Courau"
1216876,"Barbara Barrie"
1184,"Anders W. Berthelsen"
1562,"Iben Hjejle"
1563,"Jesper Asholt"
1564,"Sofie Gråbøl"
1565,"Emil Tarding"
55637,"Brian Hooks"
62066,"Faizon Love"
108542,"E-40"
44822,"Starletta DuPois"
19306,"Malcolm Stumpf"
77763,"Mick Foley"
33016,"Terry Funk"
57342,"Vince McMahon"
79027,"Jake Roberts"
1104,"Jesse Ventura"
19183,"Cliff Gorman"
85350,"Loene Carmen"
85351,"Graeme Blundell"
83566,"Audrey Christie"
123012,"Barbara Loden"
22489,"Caren Kaye"
22490,"Matt Lattanzi"
22492,"Clark Brandon"
22493,"Bruce Bauer"
106830,"Rex Allen"
42572,"Beryl Reid"
51881,"Ronald Fraser"
105733,"Patricia Medina"
52176,"Herbert Rawlinson"
39162,"Steve Reeves"
100347,"Clancy Malone"
1061538,"Pauline Murray"
28235,"Sebastian Shaw"
202198,"Bart Allison"
1218554,"Reginald Marsh"
88614,"Carol White"
7852,"Jim Lovell"
106838,"Russell Schweickart"
106839,"Eugene Cernan"
106840,"Michael Collins"
106841,"Charles Conrad"
1313952,"Tony McCoy"
100796,"Tor Johnson"
115446,"Loretta King"
131479,"Harvey B. Dunn"
85651,"Judy Holliday"
5792,"Howard St. John"
1274075,"Frank Otto"
68897,"John Harkins"
68898,"Sandy Baron"
999089,"Dolores Sage"
58141,"Donovan Leitch"
140198,"Judith Chapman"
99947,"William Kerwin"
99948,"Mal Arnold"
99949,"Connie Mason"
99950,"Lyn Bolton"
99951,"Scott H. Hall"
227055,"Ron Brown"
37885,"Bryan Russell"
227056,"Linda Wallace"
7847,"Jim Wilson"
227057,"Clifford Peterson"
99963,"Gordon Oas-Heim"
99978,"Candi Conder"
99982,"Elyn Warner"
99955,"Jerome Eden"
64350,"Patricia Lee"
127533,"Zachary Ittimangnaq"
127534,"Samson Jorah"
126564,"Hugh Webster"
3855,"Per Oscarsson"
74689,"Rupert Davies"
95313,"John Lund"
110135,"Billy De Wolfe"
103939,"Claudia McNeil"
103940,"Diana Sands"
99966,"Jeffrey Allen"
99968,"Ben Moore"
99973,"Shelby Livingston"
39125,"Will Sasso"
174745,"Niamh Cusack"
17026,"Ruth McCabe"
3071,"Ewan Stewart"
1050238,"Patrick Achdjian"
1050239,"Anna Condo"
1050240,"Eleonore Condo"
1050235,"George Condo"
20628,"Michael Durrell"
17183,"Jackie Earle Haley"
27770,"Dennis Christopher"
44849,"C.W. Mundy"
4080,"Sheb Wooley"
4039,"Trey Wilson"
14542,"James Broderick"
6159,"Ron Howard"
8434,"Cindy Williams"
30551,"Jeffrey Hunter"
78690,"Jeremy Slate"
32100,"Maurice Biraud"
39098,"Henri Virlojeux"
141,"David Carradine"
42003,"Gail Strickland"
46100,"John Lehne"
14060,"Robert Vaughn"
2567,"Peter van Eyck"
44728,"Cameron Mitchell"
70425,"Denny Miller"
551900,"Cora Lee Day"
551901,"Alva Rogers"
1421260,"Barbarao"
1092666,"Trula Hoosier"
1790088,"Umar Abdurrahamn"
89525,"Warner Anderson"
14978,"Tom Powers"
93696,"Dick Wesson"
93698,"Erin OBrien-Moore"
30774,"Fernand Gravey"
94938,"Saturnin Fabre"
94942,"Charles Granval"
3007,"Hans Heinrich von Twardowski"
32422,"Volker Spengler"
19878,"Donna Anderson"
120712,"Sheila Ryan"
30114,"Jane Randolph"
130408,"Ed Kelly"
230100,"Molly Gross"
230101,"Jason Bortz"
142293,"Marisa Ryan"
230102,"Natacha La Ferriere"
1489,"Bob Neuwirth"
98568,"Paul Robeson"
975135,"Elisabeth Welch"
47668,"Esme Percy"
106991,"Robert Adams"
1141556,"James Solomon"
990435,"Roy Emerton"
30769,"James Hayter"
990436,"Lawrence Brown"
53285,"Earl Hindman"
29712,"Tim Thomerson"
56509,"Margaret Langrick"
56510,"Joshua Rudoy"
1109,"Kevin Peter Hall"
2249,"Clyde Kusatsu"
1794,"Bibi Besch"
13728,"John McMartin"
100591,"Michael E. Knight"
100592,"Vinny Argiro"
54122,"Gwen Verdon"
68456,"Richard Hunt"
2,"7908"
111270,"Waylon Jennings"
109887,"Caroll Spinney"
14991,"Jay Leno"
83786,"Walter Cronkite"
175553,"Blaze Berdahl"
115573,"Glenda Jackson"
80600,"Audrey Dalton"
67676,"Kenneth More"
31297,"Ronald Allen"
67677,"Robert Ayres"
96758,"Anthony Bushell"
251,"Robert Beatty"
11130,"James Robertson Justice"
39052,"Terence Morgan"
1893902,"Morgane Simon"
47822,"Bouli Lanners"
586378,"Dominique Baeyens"
585173,"Philippe GrandHenry"
1956,"Cherry Jones"
43442,"Kerr Smith"
57599,"Seann William Scott"
3060,"Jeanie Drynan"
75258,"Linal Haft"
94349,"Russell Dykstra"
79713,"Sacha Horler"
67207,"Anjela Lauren Smith"
25448,"Caroline Chikezie"
49813,"Don Warrington"
995,"Vas Blackwood"
197126,"Wil Johnson"
24435,"Jack Wallace"
24436,"André Lacombe"
78052,"Ella Raines"
83475,"Helen Walker"
95263,"Isobel Elsom"
138179,"Murray Matheson"
55512,"Margarita Terekhova"
1090481,"Oleg Yankovskiy"
55513,"Alla Demidova"
13710,"Yuriy Nazarov"
69934,"Nick Cravat"
69935,"Eva Bartok"
42000,"Jane Carr"
1061877,"Heidelinde Weis"
3171,"Lee Strasberg"
17580,"John Vernon"
99358,"Tracy Camilla Johns"
99359,"Tommy Redmond Hicks"
99360,"John Canada Terrell"
99361,"Raye Dowell"
94774,"Tisha Sterling"
76546,"Ricky Schroder"
76019,"Steven Keats"
19106,"J. D. Cannon"
74682,"Robin Sherwood"
87120,"Deborah Raffin"
12660,"Gavin OHerlihy"
11792,"George Dickerson"
57399,"Lesley-Anne Down"
14905,"Chuck Shamata"
17338,"Vanilla Ice"
11521,"Kristin Minter"
541733,"Deezer D"
101804,"Kevin Hicks"
45041,"Judith Hoag"
16060,"Brian Tochi"
77153,"Leif Tilden"
74932,"Paige Turco"
77152,"Michelan Sisti"
105174,"Kenn Scott"
78214,"Mark Caso"
2884,"Darren Dalton"
17114,"John Cameron Mitchell"
532598,"Danny Quinn"
51586,"Mike Norris"
1192986,"Steve Durham"
1192987,"David Coburn"
86138,"Thalmus Rasulala"
12692,"Albert Salmi"
58123,"Bolo Yeung"
695,"Roy Chiao"
125483,"Tilly Losch"
11960,"Tung Thanh Tran"
11961,"Chintara Sukapatana"
19729,"Katharine Houghton"
21352,"Aaliyah"
21354,"Russell Wong"
22290,"Leelee Sobieski"
81295,"Shane West"
80109,"Marla Sokoloff"
17051,"James Franco"
84497,"Aaron Paul"
135901,"Hossein Mahjoub"
1209927,"Mohsen Ramezani"
1209928,"Salameh Feyzi"
1209929,"Farahnaz Safari"
1209930,"Elham Sharifi"
54041,"Paul Hipp"
46929,"Ivonne Coll"
111702,"Christopher Rydell"
24976,"Ana Torrent"
35351,"Guillermo Montesinos"
256326,"Albert Vidal"
30611,"Myriam Cyr"
1019845,"Ferlin Husky"
55997,"Joi Lansing"
1019846,"Don Bowman"
60990,"James Aubrey"
584137,"Tom Chapin"
584138,"Hugh Edwards"
584139,"Roger Elwin"
584140,"Tom Gaman"
14438,"Henry Bergman"
30194,"Tiny Sandford"
30195,"Chester Conklin"
17444,"Corey Haim"
42738,"Demetra Hampton"
115766,"Robert Mandan"
21562,"Annabel Schofield"
120412,"Jennifer Edwards"
30511,"Brandon De Wilde"
14883,"Myron McCormick"
19877,"Dick York"
1090508,"Yuriy Solomin"
58989,"Maksim Munzuk"
47434,"Aleksandr Pyatkov"
58998,"Nikolai Volkov St."
58991,"Svetlana Danilchenko"
1650,"François Truffaut"
129342,"Dennis Lotis"
129343,"Patricia Jessel"
129344,"Tom Naylor"
117765,"Venetia Stevenson"
120571,"Myriam Boyer"
38898,"Jean-Luc Bideau"
96043,"Kylie Travis"
81287,"Shannon Whirry"
58647,"Jesse Borrego"
119081,"Keefe Brasselle"
57372,"Kerri Green"
3230,"Todd Louiso"
3232,"Lisa Bonet"
36938,"Mimsy Farmer"
73194,"Barry Primus"
105337,"Ray Lovelock"
1343994,"Carlo Cattaneo"
105352,"Angela Goodwin"
91361,"Hugh McDermott"
101497,"Patricia Laffan"
101500,"Peter Reynolds"
50970,"Charlene Holt"
8496,"Paul Fix"
30453,"Robert Clarke"
125312,"Patricia Manning"
97574,"Nan Peterson"
151895,"Patrick Whyte"
1054351,"Fred La Porta"
24494,"Alberto de Mendoza"
21542,"Silvia Tortosa"
33321,"Sam J. Jones"
37221,"Penn Jillette"
0,"932465"
2,"262394"
2,"92907"
0,"148821"
36913,"Luc Merenda"
32314,"Roberto Bisacco"
124824,"Adam Horovitz"
44547,"Arlo Guthrie"
3672,"Peggy Ashcroft"
40092,"Twiggy"
85672,"Shabana Azmi"
26257,"Leigh Lawson"
19132,"Charley Lau"
69010,"Brad Davis"
69011,"Irene Miracle"
12410,"Bo Hopkins"
36926,"Frances Sternhagen"
96554,"Mary Mara"
1190206,"Donatas Banionis"
1190211,"Natalya Bondarchuk"
8474,"Jüri Järvet"
66712,"Wesley Addy"
104872,"Mac Davis"
63936,"Dayle Haddon"
30044,"Bo Svenson"
51348,"David Sheiner"
66223,"Sondra Locke"
240275,"Allan Houston"
31167,"Elizabeth Mitchell"
26512,"Carroll OConnor"
91351,"Sarah Hyland"
43894,"Hallee Hirsh"
77553,"David Roberts"
1344406,"Sandy Winton"
1028560,"Yael Stone"
1504492,"Shaun Loseby"
20602,"Ernie Kovacs"
30164,"Caroline Frances Cooke"
1167815,"Lorimer Johnston"
10458,"Barbara Bach"
70260,"Dwayne Hickman"
127353,"Beverly Adams"
58296,"Joe Strummer"
29429,"Riccardo Cucciolla"
236087,"Rosanna Fratello"
10462,"Geoffrey Keen"
158293,"Jeremy Child"
33395,"Dearbhla Molloy"
66776,"Liza Minnelli"
30226,"Geraldine Fitzgerald"
44712,"Jill Eikenberry"
72055,"Tawny Kitaen"
36039,"Adrian Zmed"
72056,"George Grizzard"
153692,"Barbara Stuart"
1102,"Elpidia Carrillo"
1103,"Bill Duke"
15765,"John Colicos"
220574,"Peter Hudson"
239348,"Emmanuelle Chaulet"
57880,"Stephen Lack"
1904840,"Katherine Bean"
167718,"Grace Phillips"
1904841,"Laurel Lee Kiefer"
97207,"Kazuo Hasegawa"
97209,"Fujiko Yamamoto"
97210,"Ayako Wakao"
89177,"Eiji Funakoshi"
134383,"Narutoshi Hayashi"
21088,"Alan Tudyk"
6164,"Josh Lucas"
104059,"Susan Barnes"
8443,"Linda Bassett"
65864,"Ian Aspinall"
16756,"Jimi Mistry"
128645,"Archie Panjabi"
79630,"John Lydon"
79628,"Paul Cook"
79652,"Glen Matlock"
79629,"Sid Vicious"
1626487,"Eloise Eonnet"
1129883,"Paul Campbell"
137217,"Mark Danvers"
52815,"Carl Bradshaw"
137218,"Audrey Reid"
137219,"Winston Bello Bell"
170865,"Phoebe Dorin"
155890,"Julie Garfield"
171543,"Lois Markle"
40680,"Julie Brown"
3138,"Kathy Griffin"
75343,"Florence Henderson"
32059,"Helmut Griem"
6748,"Joel Grey"
36027,"Fritz Wepper"
24811,"Victor Buono"
87514,"Roger Smith"
41748,"Vivian Blaine"
70377,"Beth Ehlers"
71146,"Ted Knight"
77196,"Chris Warren"
18181,"David Keith"
1907,"Kathy Baker"
29902,"Melina Mercouri"
0,"3363"
2,"8635"
2,"29304"
36074,"Kazuko Yoshiyuki"
118989,"Takahiro Tamura"
227628,"Takuzô Kawatani"
552310,"Akiyoshi Fujiwara"
174880,"Andra Millian"
1427759,"Eve Lilith"
1217730,"Mike Reynolds"
2277,"Loyd Catlett"
18920,"Patricia Velásquez"
13635,"Kristen Johnston"
19764,"Paul Dawson"
1695766,"Christopher Donahue"
112107,"Antônio Fagundes"
115173,"Alexandre Borges"
123256,"Débora Bloch"
112180,"Drica Moraes"
33349,"Derick Martini"
181851,"Amy Hathaway"
1895804,"Wilda Taylor"
6120,"Bodil Jørgensen"
6121,"Jens Albinus"
6122,"Anne Louise Hassing"
6123,"Troels Lyby"
1018,"Nikolaj Lie Kaas"
22809,"Keeley Hawes"
20049,"David Tennant"
133302,"Golden Brooks"
156774,"Viveka Davis"
97943,"Raphael Sbarge"
101652,"Jennifer Runyon"
45101,"Harrison Page"
1272612,"Cliff De Young"
42967,"Arabella Holzbog"
101850,"Rick Dean"
56984,"Janet Gunn"
141747,"Anthony Peck"
106486,"Rodger Halston"
108665,"Daniel Chilson"
58113,"Niklaus Lange"
108668,"Don Handfield"
108669,"Linna Carter"
52300,"Claudia Christian"
72408,"Clarence Felder"
42195,"Kristy McNichol"
42604,"John Simm"
41042,"Danny Dyer"
68284,"Lorraine Pilkington"
30316,"Shaun Parkes"
68286,"Nicola Reynolds"
134429,"Zizi Jeanmaire"
1007754,"Roland Petit"
15211,"Valérie Kaprisky"
15212,"Art Metrano"
15214,"William Tepper"
30844,"John Lupton"
12423,"Eddie Firestone"
101752,"Ray Sharkey"
223622,"Paul Land"
1146140,"JoJo DAmore"
80502,"Leigh McCloskey"
44959,"Daria Nicolodi"
44345,"Uwe Beyer"
44346,"Maria Marlow"
44347,"Rolf Henniger"
44348,"Siegfried Wischnewski"
64457,"Perry King"
121646,"Paul Mace"
76513,"Fred Koehler"
37713,"Taliesin Jaffe"
54219,"Courtney-Jane White"
145439,"Michel Elias"
1413407,"Frédéric Legros"
12273,"Yves-Marie Maurin"
1542164,"Monique Thierry"
43611,"Sabine Karsenti"
65871,"Amanda Schull"
8691,"Zoe Saldana"
128628,"Scottie Thompson"
53085,"John Cullum"
36802,"Elaine Stritch"
12792,"Brian Van Holt"
1222232,"Jonathan Abrahams"
1438101,"Zorie Barber"
1120876,"Judah Domke"
82407,"Kathryn Grayson"
129512,"José Iturbi"
21457,"Elvis Presley"
83443,"Joan Blackman"
83821,"Nancy Walters"
83822,"Roland Winters"
7635,"Eric Shea"
73022,"Robert Culp"
83389,"Juliet Prowse"
78772,"Robert Ivers"
58558,"James Douglas Haskins"
45283,"Letícia Román"
132704,"Kevin Coughlin"
72157,"Brooke Bundy"
1425467,"Lawrence P. Casey"
100634,"Jo Ann Harris"
92838,"Michael Greer"
86369,"Parley Baer"
79739,"Morgan Brittany"
83391,"Dolores Hart"
103704,"Jules Munshin"
109614,"Betty Garrett"
34130,"John Doucette"
44818,"Mark Holton"
44819,"Judd Omen"
21458,"Joan Freeman"
21459,"Sue Ane Langdon"
566738,"Fred Shields"
93327,"Gemma Craven"
93325,"Christopher Gable"
89461,"J.J. Johnston"
7133,"Max Casella"
1218218,"Thomas Sadoski"
22125,"Jimmi Simpson"
57133,"Paulo Costanzo"
132078,"DJ Qualls"
65850,"Carolyn Saxon"
91724,"Joyce Hyser"
13526,"Noah Wyle"
20017,"Margit Carstensen"
10263,"Heinz Bennent"
94324,"Johanna Hofer"
2172,"Andréas Voutsinas"
94370,"Diana Coupland"
2974,"Roger Yuan"
11282,"John Standing"
69032,"Matthew Delamere"
69034,"Annie Yi"
79298,"Candace Hilligoss"
103671,"John Carroll"
103672,"Gordon Jones"
14434,"Georgia Hale"
14435,"Mack Swain"
