"movie_id","actor_id"
50013,143287
50013,124757
50013,143288
50013,143289
50013,143290
8279,1137
8279,17497
8279,28255
8279,14606
8279,33161
14063,69122
14063,59251
14063,68186
14063,13021
14063,7430
13207,51300
13207,49623
13207,31838
13207,74289
13207,74290
15067,2
14853,76110
14853,231
14853,77360
14853,77361
14853,2714
15159,67773
15159,1003
15159,1246
15159,1271
15159,658
18529,2178
7916,1844
7916,2684
7916,1646
7916,16807
7916,15863
38789,74699
38789,79168
38789,79171
38789,79172
67384,13688
67384,16972
67384,32513
67384,25180
67384,15200
36281,20658
36281,938397
36281,938398
36281,91873
36281,70210
42818,239231
42818,11546
42818,564273
42818,94939
42818,584135
29717,67601
29717,88072
43873,239231
43873,11546
43873,564273
43873,94939
43873,584135
17158,5915
17158,11677
17158,1624
17158,39829
17158,2712
24221,91378
24221,61632
24221,91379
24221,91380
24221,81192
17077,16776
17077,52398
17077,2244
17077,81208
17077,1667277
47497,26852
47497,105562
47497,591418
47497,591419
47497,1041109
10049,23880
10049,53917
10049,47525
10049,57143
10049,62498
9914,23880
9914,11356
9914,17356
9914,60415
9914,60412
40227,123875
40227,123895
40227,123896
40227,123897
40227,3141
20421,86110
20421,42362
20421,86111
20421,1815277
20421,290
125858,121752
125858,148285
125858,239857
125858,127893
125858,1060575
111014,2879
111014,55266
111014,1052133
111014,60907
111014,92264
14301,41686
14301,51797
14301,76527
14301,53863
14301,76531
8382,23880
8382,62817
8382,42743
8382,49877
8382,62715
13849,1333
13849,34551
13849,106049
13849,79885
13849,1086858
27061,39449
27061,96859
27061,96860
27061,3831
43146,239231
43146,11546
43146,564273
43146,94939
43146,584135
85330,994164
85330,184226
85330,154010
85330,120975
85330,90719
53574,4165
53574,1215925
53574,100253
53574,1200195
53574,90074
74286,18802
74286,1934
74286,20393
74286,25643
74286,32119
26939,16431
26939,689
26939,71010
26939,2454
26939,32286
26127,16644
26127,158011
26127,18364
26127,18071
26127,42308
13613,8211
13613,36811
13613,56676
13613,82662
13613,33532
16538,22226
16538,41088
16538,80591
16538,62861
16538,18999
19998,10158
19998,10159
19998,79246
19998,8726
19998,85425
5334,28641
5334,2
26387,13566
26387,80469
26387,95313
26387,95314
26387,21510
7517,11022
7517,15684
7517,4688
7517,14721
7517,11664
13094,73616
13094,450949
13094,450950
13094,450951
13094,304848
18781,12519
18781,59219
18781,42993
18781,58370
18781,13550
27757,60739
27757,15831
16558,2296
16558,1204
16558,13242
16558,207
16558,15109
13811,2963
13811,9827
13811,77334
13811,77335
13811,77336
17003,86381
17003,1005788
17003,459980
17003,33241
17003,59743
80314,68704
80314,589222
80314,589223
80314,589224
80314,589225
16353,57207
16353,81039
16353,49609
16353,149861
15472,6283
15472,87722
15472,79196
15472,87723
15472,21193
52528,231557
52528,43805
52528,1905
52528,106563
52528,49813
13090,9273
13090,5081
13090,1903
13090,74151
13090,18324
15854,70851
15854,4483
15854,212
15854,9462
15854,139048
53651,1009
53651,17752
53651,18391
53651,17759
53651,70036
58076,4958
58076,70035
58076,3383
58076,87698
58076,14029
143240,112308
143240,82311
143240,1118735
143240,107874
143240,32696
14180,23880
14180,87194
14180,10207
14180,8319
14180,980
36836,555055
36836,117467
36836,133656
36836,1019015
36836,1019016
17166,57171
17166,31168
17166,53
17166,60633
17166,3493
47739,13566
47739,13026
47739,10609
47739,40177
47739,2755
16325,81295
16325,12833
16325,10182
16325,8349
16325,80371
113321,1065358
113321,24524
113321,1065359
113321,1147
113321,92652
17097,18973
17097,54697
17097,20191
17097,10223
17097,59192
46799,107893
46799,919416
46799,72373
46799,1306602
46799,987400
19950,85519
19950,85587
19950,85588
19950,85589
19950,85590
15512,19274
15512,368
15512,41419
15512,22226
15512,2628
14735,18514
14735,147
14735,52575
14735,18517
14735,137146
24220,23346
24220,55507
24220,95002
24220,95003
24220,85227
21946,56024
21946,18178
21946,88085
21946,15482
21946,39884
20529,115232
20529,115233
20529,1285400
20529,1285401
20529,1285402
30155,3266
30155,105783
30155,73134
30155,85954
30155,105784
39914,34839
39914,16660
39914,1129474
39914,1129475
39914,1129476
42914,13568
42914,13353
42914,3380
42914,76974
42914,34119
36392,92652
36392,259737
36392,274476
36392,275519
62437,234424
62437,1464012
62437,1464013
62437,1464014
62437,1464015
6968,678
6968,677
6968,22687
6968,5511
6968,3933
13161,60949
13161,141
13161,41421
13161,6914
13161,21125
16197,529
16197,79966
16197,3068
16197,75541
16197,102603
53828,4165
53828,149015
53828,88978
53828,13791
34015,223455
13808,35468
13808,101017
13808,79397
13808,961616
13808,151075
14637,3967
14637,2876
14637,9780
14637,21278
14637,80378
15912,77553
15912,114843
15912,33192
15912,110421
15912,75711
18096,5274
18096,21675
18096,103833
18096,20469
18094,103207
18094,103209
18094,103210
18094,103214
18094,103215
33811,1793
33811,103366
33811,79247
33811,100918
33811,15676
53863,32428
53863,30003
53863,82348
53863,30234
53863,103449
16991,19274
16991,1772
16991,454
16991,11477
16991,86624
99283,88867
99283,19406
99283,3364
99283,13963
99283,32138
94854,40174
94854,67685
94854,15008
94854,115457
94854,30275
43396,8252
43396,8631
43396,13820
43396,97657
43396,20418
16614,44735
16614,37917
16614,41089
16614,41091
16614,19278
31273,10695
31273,107864
31273,6643
31273,32696
31273,82513
18558,47590
18558,20300
18558,19923
18558,2524
18558,80149
16071,37917
16071,11022
16071,6905
16071,44845
16071,21130
20048,52848
20048,12791
20048,78080
20048,3234
20048,1230
8747,3051
8747,55899
8747,55900
8747,55901
8747,55902
16258,87440
16258,54126
16258,87441
16258,87442
16258,87443
15451,78231
15451,54666
15451,78232
15451,78233
15451,572
330711,8256
330711,9880
330711,7036
330711,104873
330711,236
82962,10169
82962,8949
82962,39753
82962,113
82962,12951
22705,89142
22705,89143
22705,89144
22705,141115
22705,1357152
16005,504
16005,53714
16005,454
16005,58356
16005,58045
55748,223067
55748,223068
55748,223069
39331,122668
39331,122669
39331,118762
55500,935865
55500,108853
55500,150981
55500,1201669
55500,564296
14164,1619
14164,503
14164,78323
14164,78324
14164,4730
3632,33359
3632,33360
3632,30017
3632,33361
3632,33362
9841,59817
9841,59818
9841,59819
9841,5131
9841,59822
91099,79289
91099,19828
91099,939154
91099,59134
97421,50962
97421,41755
97421,108232
97421,14847
97421,3150
43250,3785
43250,7301
43250,9112
43250,29363
43250,3339
142973,154768
142973,9314
142973,156081
142973,91822
55773,13954
55773,114767
55773,20126
55773,13968
55773,29953
1940,16897
1940,20155
1940,20156
33726,4347
33726,4090
33726,112972
33726,10508
33726,83389
61070,232309
61070,232310
61070,232311
61070,1069886
61070,1523221
93562,18802
93562,10487
93562,33004
93562,109846
93562,998695
13557,10862
13557,74651
13557,17774
13557,55174
13557,10698
10041,62358
10041,62357
10041,62356
10041,62362
10041,816712
31132,83266
31132,107516
31132,107632
31132,83264
31132,107633
13804,12835
13804,8167
13804,17647
13804,22123
13804,40543
34796,1231648
34796,222574
34796,32139
34796,222575
34796,19327
35849,80726
35849,30289
35849,3361
35849,94202
35849,114828
35022,134256
35022,30907
35022,134259
45965,134256
45965,30907
19976,37605
19976,83040
19976,83041
19976,83042
19976,1626493
1387,1539681
1387,75027
1387,1539683
1387,42708
1387,1194207
21376,51576
21376,26662
21376,62019
21376,55841
21376,87471
16867,94098
16867,6949
16867,35027
16867,74036
16867,7431
19833,12982
19833,2441
19833,18022
19833,4691
19833,91493
16919,84110
15801,569
15801,103
15801,2956
15801,2680
8902,930309
8902,10059
8902,24245
8902,27018
8902,27026
19618,3088
19618,16002
19618,83262
19618,2097
19618,4960
83099,8252
83099,7331
83099,24367
83099,21510
83099,15699
27644,1009
27644,15644
27644,98520
27644,40185
27644,4078
18947,90451
18947,1233
18947,7026
18947,2440
18947,7056
128857,7852
128857,116303
128857,116302
128857,1088954
46096,91617
46096,99905
46096,10018
46096,20502
46096,3796
67857,11449
67857,549567
67857,49203
16996,29222
16996,41087
16996,14408
16996,42289
16996,17270
168538,43192
168538,18766
168538,39784
168538,39784
168538,14148
8833,15140
8833,18841
8833,56038
8833,56039
8833,1046190
16869,287
16869,19119
16869,27319
16869,16847
16869,17288
16995,934
16995,880
16995,53714
16995,32
16995,23532
99224,18735
99224,31169
99224,4078
99224,131619
99224,53010
94139,46617
94139,3381
94139,70985
94139,46099
94139,30512
44967,213294
44967,9607
44967,9727
44967,1600737
44967,9609
91603,3509
84908,4165
84908,99827
84908,234640
84908,1307855
45882,134096
45882,134097
45882,134098
45882,134099
45882,134100
21641,3968
21641,9191
21641,17782
21641,388
21641,54
13119,78464
13119,78465
13119,21594
13119,41743
13119,76528
15092,976
15092,20189
15092,20309
15092,20190
15092,168974
51472,89602
51472,8635
51472,120641
51263,1022678
51263,109613
51263,1130370
51263,141070
51263,97982
24365,91541
24365,16644
24365,24899
24365,8775
24365,1895538
38872,107632
38872,1148
38872,107516
38872,83264
38872,107633
95977,1009
95977,4356
95977,93696
95977,45291
95977,1012321
17431,6807
17431,1979
17431,115146
17431,115147
17431,115149
67849,2233
67849,2628
67849,7678
67849,6106
67849,14698
112582,1055203
112582,1055204
112582,60054
112582,1027008
112582,155380
205410,150638
205410,1010144
205410,93910
205410,29536
205410,1323020
13123,1014902
13123,1086433
13123,101827
33974,258
33974,1812
33974,111630
33974,111631
33974,17867
45949,15480
45949,1146887
45949,238262
45949,5759
45949,1146888
18320,5081
18320,388
18320,2983
18320,6162
18320,8436
49571,123852
49571,25462
49571,142491
49571,110303
49571,142492
53204,47096
53204,47098
53204,89656
53204,96410
53204,10594
17436,879
17436,326
17436,2295
17436,1920
17436,20132
30843,150125
30843,1223134
30843,572225
30843,224624
30843,133130
2080,6968
2080,23626
2080,6413
2080,21044
2080,10859
17680,74251
17680,82281
17680,82282
17680,82283
17680,82284
36175,115647
36175,84028
36175,128481
36175,128478
36175,151027
53624,4165
53624,148621
53624,8496
53624,120734
53624,939834
120528,1072286
17073,7795
17073,135650
17073,1145892
17073,93735
17073,42545
21191,36586
21191,87263
21191,87264
21191,87265
21191,87266
13475,62064
13475,17306
13475,1749
13475,8783
13475,21089
24273,15033
24273,5915
24273,51390
24273,11149
24273,51214
38464,34747
38464,89747
38464,120743
38464,89729
38464,120744
22152,7447
22152,34847
22152,18793
22152,38024
22152,28042
16279,6949
16279,3492
16279,5081
16279,10743
16279,18324
72891,239681
72891,1181883
72891,1181884
72891,1181885
72891,1181886
6461,17721
6461,6263
6461,5511
6461,21748
6461,49775
23391,4165
23391,90075
23391,88733
23391,88978
11160,18841
11160,52657
11160,68385
11160,27647
11160,31780
168643,10822
168643,10916
168643,5576
168643,231
168643,230
19350,21430
19350,84522
19350,1062
19350,84523
19350,62522
15384,1337
15384,43661
15384,65277
15384,1622
15384,77304
156908,1138119
156908,1138120
156908,1138121
156908,1138122
156908,1138123
48116,1030522
48116,1030523
48116,1030524
48116,55527
48116,53780
15342,28255
15342,20442
15342,78216
15342,19092
15342,17500
25004,11070
25004,93001
25004,89502
25004,79757
25004,1354237
17124,81270
17124,63275
17124,2133
17124,36067
17124,169041
64115,1137866
64115,1158777
64115,1158778
64115,937164
17532,1580
17532,19189
17532,54499
17532,98050
17532,21662
10946,2387
10946,44257
10946,15152
10946,3899
10946,8198
23590,4165
23590,90368
23590,90369
23590,88979
23590,100806
30416,500
30416,240
65503,30210
65503,4165
65503,40178
65503,83474
65503,115366
38869,7111
38869,0
38869,0
38869,2
17027,2220
17027,229031
17027,95042
17027,78117
17027,78598
15577,3
15577,11477
15577,15852
15577,38941
15577,7248
13448,31
13448,3061
13448,8786
13448,1640
13448,17839
92312,29396
92312,1019917
92312,43240
92312,99481
92312,1019918
80592,4165
80592,126753
80592,30264
80592,589726
80592,589727
90120,204670
90120,100173
90120,938198
90120,106911
90120,97621
17635,6969
17635,995
17635,204799
17635,130392
17635,74438
42738,13784
42738,15135
42738,13324
42738,15765
42738,79924
14141,1811
14141,57599
14141,10839
14141,76412
14141,76413
47906,21278
47906,30618
47906,5064
47906,9626
47906,19550
111752,10158
111752,16096
111752,40433
111752,12726
111752,4966
122160,40207
122160,1905
122160,12309
122160,98476
122160,161621
17740,10860
17740,37632
17740,2178
17740,11477
17740,723
42943,2896
42943,2495
42943,2437
42943,131234
42943,4355
13532,53492
13532,59238
13532,58873
13532,449
13532,40462
18495,15112
18495,18156
18495,10412
18495,4003
18495,19957
180162,186769
180162,1162738
180162,60634
180162,2878
180162,55265
25218,8170
25218,38582
25218,10513
25218,55775
25218,19487
24053,2232
24053,9015
24053,1128273
24053,1045887
24053,580566
53947,550827
53947,1459048
53947,1136872
53947,1136873
53947,1136874
15705,3061
15705,1812
15705,15576
15705,58915
15705,202360
14448,16269
14448,4390
14448,20710
14448,53429
14448,76904
21583,4491
21583,18324
21583,57755
21583,10430
21583,452
534,3894
534,65731
534,21028
534,56455
534,18997
18360,7399
18360,9273
18360,887
18360,5587
18360,2157
2049,21100
2049,18969
19375,84615
19375,84616
19375,84617
19375,1394359
19375,15855
18238,55466
18238,82806
18238,47654
18238,57578
18238,137325
21755,3293
21755,3490
21755,103
21755,18054
21755,1923
43378,1009
43378,30269
43378,84485
43378,40529
43378,89982
121707,8724
121707,65284
121707,94110
121707,95734
121707,120265
30239,105685
30239,105868
30239,105869
30239,105870
30239,105871
101362,7109
101362,1027210
101362,591477
101362,7116
8211,54070
8211,54072
8211,54073
8211,8718
8211,20723
8429,54929
8429,54930
8429,54931
8429,54932
44012,3508
44012,130032
44012,130033
44012,130034
44012,130035
10541,19163
10541,65569
10541,37628
10541,125412
10541,65571
19955,4275
19955,28254
19955,4273
19955,64541
19955,78425
90799,10022
90799,14563
90799,100051
90799,9071
90799,88462
39194,18861
39194,3460
39194,8963
39194,98477
36460,99789
36460,22383
36460,29543
36460,24695
36460,115488
27502,14481
27502,34086
27502,97993
27502,97994
27502,97995
15555,78379
15555,78380
15555,45740
15555,78381
15555,78382
40022,3281
40022,16021
40022,10254
40022,4968
40022,5814
86764,1354068
86764,1354069
86764,1354070
86764,1354071
42062,11544
42062,46617
42062,3383
42062,4113
42062,14452
14126,27855
14126,77271
14126,62507
14126,209884
14126,965910
17332,3223
17332,134
17332,2229
17332,81697
17332,81698
18405,39520
18405,2234
18405,78150
18405,453
18405,84497
155426,66460
155426,1519412
21832,77927
21832,40325
21832,83768
21832,77931
21832,77934
16871,8291
16871,15033
16871,95696
16871,95697
16871,19839
14160,68812
14160,290
14160,80676
14160,10
14160,18792
21967,95504
21967,70811
21967,108018
21967,213479
21967,213483
14003,963940
14003,438014
14003,1221883
14003,1221888
14003,936991
16899,10860
16899,25130
16899,5470
16899,5472
16899,124828
21724,84835
21724,87822
21724,154000
21724,1534
21724,58563
8282,1137
8282,48576
8282,51325
8282,27980
8282,19363
31404,34742
31404,150638
31404,99378
31404,1620022
31404,1235622
42513,1653
42513,42567
42513,202436
42513,3581
42513,3535
83868,130385
83868,20364
83868,148836
83868,100253
83868,30214
4934,854
4934,4958
4934,40056
4934,246
4934,29313
129089,33359
129089,33360
129089,30017
129089,1017176
129089,33362
14857,1160
14857,18976
14857,8534
14857,117994
14857,12367
17927,37059
17927,29020
17927,20376
17927,60952
17927,81164
77822,3609
77822,99461
77822,14303
77822,80255
77822,96421
14330,76621
14330,33259
14330,6407
14330,18972
14330,61983
26508,95569
26508,1229735
26508,95568
26508,1549558
28677,78730
28677,91356
28677,42217
19203,84299
19203,67850
19203,59238
19203,84300
19203,55257
15712,5443
15712,109890
15712,84429
15712,49278
15712,583331
13975,2176
13975,1230
13975,133
13975,2453
13975,9015
18785,51329
18785,27105
18785,58225
18785,21180
18785,69122
16164,2295
16164,2882
16164,11155
16164,5916
16164,24045
17609,5293
17609,4273
17609,570509
33104,35780
33104,86551
33104,110085
33104,110096
33104,110098
37924,5538
37924,33449
37924,2076
37924,2524
37924,11180
43321,8634
43321,7302
43321,8254
43321,64870
43321,14966
18869,820
18869,26293
18869,6573
17829,70668
17829,13579
17829,82408
17829,82280
17829,534016
16345,76793
16345,35742
16345,55063
16345,11851
16345,35756
81512,82216
81512,7331
81512,30495
81512,121766
81512,6725
115306,1195603
115306,1195605
115306,89502
115306,1195608
115306,1035078
200796,83266
200796,589234
200796,1020809
200796,127853
200796,140664
27134,97049
27134,97050
27134,1256162
27134,17019
27134,96522
53622,4165
53622,89681
53622,148616
53622,88978
761,11187
761,11214
761,11217
761,11215
761,11216
11914,11187
11914,400
11914,19653
11914,39331
11914,24500
64968,72590
64968,1018784
34300,12899
34300,1231704
34300,85922
34300,14893
58018,1021215
58018,66967
58018,1536984
58018,143957
70806,8630
70806,9097
70806,29952
70806,559680
70806,142409
45560,9932
45560,38140
45560,3734
45560,49175
45560,2726
26506,3900
26506,53372
26506,86212
26506,49971
26506,448468
13856,4688
13856,15760
13856,21723
13856,1240
13856,69399
14536,9137
14536,18688
14536,18999
14536,6751
14536,62250
13710,35962
13710,77860
13710,64541
13710,584338
13710,138814
15084,35747
15084,35745
14451,76917
14451,76919
14451,76920
14451,1287263
14451,76922
18162,23659
18162,58016
18162,62862
18162,62863
18162,141525
34482,1562503
34482,112471
34482,112472
34482,112473
34482,85176
16324,589188
16324,544705
16324,95703
16324,76925
16324,1143777
50600,88867
50600,11493
50600,17753
50600,30537
50600,11492
18468,203195
18468,1057411
18468,930709
19724,776
19724,19159
19724,118372
19724,780
19724,78437
18487,5292
18487,8891
18487,40481
18487,84318
18487,1241
27799,43662
27799,84028
27799,20345
27799,99004
27799,66155
8883,20258
8883,1019
8883,71155
8883,71154
8883,71157
49767,6413
49767,8688
49767,3627
49767,4690
49767,27391
29314,228015
29314,557999
29314,132224
29314,567574
29314,567575
40465,1297931
40465,509640
40465,40673
40465,50686
40465,28951
10272,64611
10272,62065
10272,5918
10272,44097
10272,64612
23924,20502
23924,90643
23924,90644
23924,50998
23924,27941
18061,13784
18061,656
18061,382
18061,11390
18061,11859
21179,87243
21179,1462
21179,883
21179,38085
21179,132355
42341,127891
42341,2542
42341,127892
42341,58596
42341,20344
18760,18897
18760,62427
18760,1624791
18760,1624792
18760,1134726
11693,71080
11693,560284
11693,52809
11693,225730
11693,1029280
40509,3087
40509,194
40509,4090
40509,18277
40509,60634
15073,3064
15073,3872
15073,16867
15073,92428
15073,480
31544,51576
31544,19958
31544,2536
31544,36172
31544,1390332
84119,4111
84119,2565
84119,7301
84119,2640
84119,27441
33409,21041
33409,81839
33409,8767
33409,103330
33409,110609
18240,18277
18240,10859
18240,2453
18240,8977
18240,71727
51260,35189
51260,96250
51260,106997
51260,35322
51260,104412
28110,8255
28110,8258
28110,29543
28110,9599
28110,5048
89484,10158
89484,7331
89484,1933
89484,3267
89484,11027
17610,70851
17610,39995
17610,59315
17610,17485
17610,212
8933,558254
8933,71185
8933,47153
8933,67988
8933,116378
156917,232309
156917,232310
156917,232311
37911,40201
37911,5729
37911,32791
37911,40001
37911,91638
38773,3663
38773,7302
38773,52754
38773,91253
38773,14733
8269,54185
8269,54186
8269,54187
8269,15272
45779,11357
45779,79584
45779,140246
45779,140247
45779,1783284
27085,50967
27085,24498
27085,9125
27085,96176
27085,96189
8940,80757
133,21111
133,21112
133,1612504
133,1050881
133,932497
20152,55584
20152,67813
20152,82848
20152,52913
20152,79829
14938,4581
14938,11008
14938,11826
14938,9274
14938,16431
19508,15831
66770,28778
66770,19739
12162,17604
12162,53650
12162,49271
12162,529
12162,5469
4498,0
176810,1208
176810,13824
176810,1154591
176810,34748
176810,14666
170477,70243
170477,20156
75015,80168
18507,55689
18507,2449
18507,71282
18507,49812
18507,42604
16240,80177
16240,80178
16240,80179
16240,80180
16240,59216
50030,88935
50030,2
81223,32696
81223,209780
81223,210719
81223,1139026
81223,568272
24772,7180
24772,59196
24772,26510
24772,92582
24772,3798
67515,154491
67515,994295
67515,994296
67515,994297
67515,1884762
29082,102846
29082,102847
29082,102848
29082,102849
29082,102850
8284,4812
8284,3063
8284,1532
8284,258
8284,5049
4250,11953
4250,684
4250,17067
4250,36320
4250,697
32451,1137248
32451,1089413
32451,1137249
32451,1137250
62128,234837
62128,234838
62128,234836
62128,583423
62128,583424
8373,10959
8373,19537
8373,19536
8373,11678
8373,8169
62320,515
62320,66150
62320,77860
62320,3136
24734,2712
24734,13525
24734,99424
24734,44150
75317,1573381
75317,1141842
75317,1141843
75317,1573382
75317,1573383
35404,14974
35404,7683
35404,82348
35404,114287
35404,2496
91205,4720
91205,96321
91205,939272
91205,217296
91205,170427
53906,4165
53906,7302
53906,3338
53906,8496
53906,89982
19079,7427
19079,18050
19079,1276
19079,8984
19079,55152
19265,16376
19265,38940
19265,16328
19265,21731
19265,84421
12556,10297
12556,9278
12556,3392
12556,33654
12556,22082
43638,17402
43638,2969
43638,145613
43638,19163
43638,1646
4990,16475
4990,50
4990,8258
4990,39015
4990,11998
43192,3150
43192,7302
43192,10925
43192,89215
43192,87457
11322,3894
11322,85
11322,1771
11322,8289
11322,8293
8355,15757
8355,5723
8355,5724
8355,15758
8355,11108
10821,66980
10821,66981
10821,66982
10821,1174577
10821,1174578
176241,3972
176241,86468
176241,10862
176241,58006
176241,17341
47075,94340
47075,94341
47075,138039
47075,138040
47075,1126786
41385,1210
41385,126301
41385,65568
41385,34597
41385,66079
25728,85895
25728,94163
25728,26660
25728,94164
25728,214821
20301,31550
20301,13578
20301,4958
20301,11026
20301,81181
24232,1229455
24232,164040
242737,930880
242737,631522
242737,1139717
242737,1277875
242737,1138983
50201,3857
50201,1154113
50201,11046
50201,56392
50201,112866
52109,4800
52109,11147
52109,1041
52109,5950
251657,1205124
251657,1166131
251657,121783
251657,1287037
251657,110765
24927,52271
24927,92845
183871,1066777
183871,1266398
156063,1389928
156063,1389929
10024,6941
10024,7447
10024,17140
10024,3234
10024,95039
10788,35070
10788,37233
10788,16483
10788,2395
10788,9205
15423,19767
15423,8874
15423,11160
15423,56675
15423,59296
33321,12708
33321,52043
33321,200876
33321,4891
33321,194347
69426,148360
69426,124111
69426,55062
69426,87773
69426,85522
16226,25773
16226,80119
16226,80120
42659,5788
42659,13568
42659,4343
42659,104800
42659,7124
16440,17276
16440,15440
16440,60272
16440,154684
16440,81378
62186,2896
62186,1009
62186,4165
62186,107684
62186,95312
22612,4165
22612,89015
22612,89016
22612,88978
22612,88979
19913,24045
19913,11664
19913,56734
19913,5375
19913,5661
47104,920426
47104,930120
47104,930122
47104,930123
47104,1816413
17359,1048561
17359,1048562
17359,8560
17359,1048563
17359,52579
47920,77158
47920,82216
47920,90380
47920,139603
47920,85956
82474,9088
82474,1231648
82474,98040
82474,76381
82474,85899
45184,39554
45184,2091
45184,18803
45184,10508
45184,131067
18480,6730
18480,83247
18480,83248
18480,11040
18480,232055
64831,5823
64831,67630
64831,5839
64831,5838
266814,11181
4931,12149
4931,40056
4931,4958
4931,14785
4931,40168
301233,69122
301233,68848
301233,58535
301233,7268
301233,1112607
18901,92047
18901,73552
18901,92048
18901,92049
18901,92049
14728,13526
14728,64930
14728,34408
14728,52374
14728,58184
16911,80996
16911,80997
16911,80998
16911,80999
16911,81000
70648,559104
70648,559105
70648,559106
70648,559107
70648,559109
8884,10912
8884,11864
8884,1369
8884,32987
8884,10672
38940,16644
38940,42558
38940,14592
38940,40275
38940,4493
19105,77328
19105,84096
19105,84094
19105,84095
19105,84099
14758,77775
14758,50095
14758,59297
14758,41089
14758,4451
767,10980
767,10989
767,10990
767,10993
767,5658
59847,20851
59847,20234
59847,24816
59847,18177
59847,266665
60623,20851
60623,20234
60623,24816
60623,18177
14687,3491
14687,31711
14687,679
14687,11275
14687,25440
10353,28781
49360,79652
49360,92073
49360,1278502
49360,1704570
49360,1704600
245367,29370
245367,59962
245367,23975
245367,59451
245367,277793
9592,40980
9592,58112
9592,58113
9592,58114
9592,58115
68572,10669
68572,15319
68572,116638
68572,44184
68572,20697
84278,11850
84278,18588
84278,70286
84278,28778
84278,51315
43195,15385
43195,12497
43195,32064
23964,9045
23964,540
23964,42707
23964,2048
23964,15196
14531,83817
14531,86133
14531,51120
14531,74056
14531,209994
76465,5788
76465,8725
76465,33741
76465,2672
76465,8729
51302,7908
51302,68455
51302,55983
51302,68456
76452,83259
76452,0
14197,25837
14197,17772
14197,82695
14197,14541
14197,78789
20174,14502
20174,10487
20174,85765
20174,2
48773,19429
48773,73662
48773,117952
48773,68677
48773,119647
8054,290
8054,1810
8054,85
8054,9642
8054,72466
19929,579441
19929,135586
19929,76575
19929,74251
19929,550230
123777,953191
18696,39162
18696,19646
18696,34596
18696,83461
18696,50780
3478,32058
3478,6250
3478,12726
3478,12520
3478,9908
30713,17099
30713,106817
30713,95607
30713,22310
30713,28509
30121,2155
30121,30613
30121,2839
30121,57387
30121,28040
64901,19163
64901,240051
64901,38899
64901,28463
64901,6546
23720,45407
23720,26852
23720,90494
23720,90492
23720,90495
14843,78197
14843,20387
14843,54789
14843,49624
14843,81164
8937,46691
8937,79456
8937,85004
8937,85005
8937,18056
9974,12139
9974,28846
9974,35551
9974,14101
9974,19974
22302,88592
22302,32890
22302,81418
22302,461309
22302,198715
20382,58225
20382,20750
20382,6859
20382,1294
20382,6474
53868,8227
53868,29427
53868,5826
53868,95515
53868,10459
69342,21624
69342,2053
69342,2879
69342,10681
69342,52300
83078,21624
83078,12851
83078,16560
83078,1818
83078,6914
37516,17832
37516,1284159
37516,7056
37516,4566
37516,6575
19727,5576
19727,62644
19727,4430
19727,2712
19727,20191
56150,18643
56150,44404
56150,95014
56150,33104
56150,24815
22215,1160
22215,8534
22215,36669
22215,72855
22215,1562
18635,11866
18635,54817
18635,55152
18635,1213511
18635,107752
4983,16475
4983,40056
4983,19968
4983,40185
4983,24827
53830,4165
53830,149017
53830,149018
53830,88655
53830,88979
38971,929955
38971,1382100
38971,1382101
38971,1382102
38971,101831
49691,7037
49691,76827
49691,48791
39415,17882
39415,16927
39415,38901
39415,35524
39415,1167885
20407,8447
20407,16858
20407,17441
20407,52852
20407,52442
22408,1009
22408,41214
22408,88975
22408,30686
22408,30512
23286,4165
23286,89936
23286,89937
23286,89938
23286,9096
97995,1016035
97995,1109645
97995,1109646
97995,1109647
97995,1109648
67967,94928
67967,137907
67967,1248284
67967,82408
67967,8728
21208,21657
21208,133
21208,77517
21208,30485
21208,6860
131351,4784
131351,1162
131351,147119
131351,12132
131351,93620
16056,501
16056,27972
16056,2178
16056,529
16056,3967
53781,4165
53781,89009
53781,88978
53781,89010
53781,121247
20943,25541
20943,17276
20943,74409
20943,62065
20943,12538
67463,28453
67463,556043
67463,556044
67463,234091
67463,21749
82311,12151
82311,855
82311,2752
82311,12692
82311,3338
47870,26854
47870,53367
47870,72316
47870,1219438
47870,25532
104083,30124
104083,40202
104083,96973
104083,8633
104083,14001
21407,40039
21407,108774
21407,44151
21407,1607
21407,84613
12403,63
12403,18082
12403,18324
12403,74568
12403,171522
62547,39208
62547,19534
62547,25157
62547,38116
62547,12272
15422,69740
15422,59226
15422,52648
15422,39171
15422,78033
14833,147
14833,77339
14833,77340
14833,55256
14833,101187
41183,1894
41183,4785
41183,52647
41183,6473
41183,18795
44578,3072
44578,47297
44578,7062
44578,944113
44578,29236
20856,86653
20856,86654
20856,58478
20856,58368
20856,45863
17654,82191
17654,82193
17654,97599
17654,230818
17654,1086505
24803,5064
24803,9273
24803,2283
24803,61659
24803,58643
38879,6817
38879,147060
38879,147061
38879,147062
17335,14386
17335,17605
17335,17303
17335,3035
17335,1190677
13836,18918
13836,1285
13836,23498
13836,17832
13836,59238
20071,85557
20071,85558
20071,85559
20071,37559
20071,16975
13730,24895
13730,8293
13730,19062
13730,6015
13730,134218
15438,22306
15438,50
15438,132431
15438,4885
18126,76594
18126,78887
18126,82785
18126,54594
18126,212208
14869,6065
14869,38673
14869,9562
14869,23459
14869,24045
30250,13242
30250,1639
30250,105668
30250,11064
30250,26723
121895,21605
121895,559677
