"movie_id","actor_id"
109560,43773
56428,13918
56428,51799
56428,20056
56428,137952
56428,18019
63105,230665
63105,40644
63105,94648
63105,94663
63105,94656
131957,1212
131957,38085
131957,80365
131957,5130
131957,26473
241,57755
241,3196
241,3223
241,2176
241,3197
9058,3141
9058,3223
9058,5149
9058,22462
9058,26473
527,7241
527,7242
527,7243
527,7244
527,7245
18220,24967
18220,51670
18220,3982
18220,44049
18220,38670
6950,4483
6950,14343
6950,192
6950,1979
6950,9777
101,1003
101,524
101,64
101,1004
101,1005
63020,3141
63020,658
63020,5657
63020,9046
63020,17187
2307,13021
2307,5723
2307,23764
2307,4250
2307,12647
680,8891
680,2231
680,139
680,62
680,10182
41478,66554
41478,71913
41478,24047
41478,9780
41478,9372
25296,1623
25296,113794
25296,1570976
25296,1570978
25296,1570979
40156,3900
40156,207
40156,18023
40156,61840
40156,94741
11450,1241
11450,52602
11450,5469
11450,13324
11450,19839
30304,16145
30304,1333696
30304,3134
30304,11398
30304,7450
10452,6553
10452,6012
10452,7037
10452,20239
10452,31895
12106,4430
12106,193
12106,934
12106,6193
12106,2144
161495,2314
161495,61962
161495,1231
161495,9560
161495,37422
3586,5676
3586,16757
3586,19162
3586,20710
3586,326
110,1350
110,1352
110,1356
110,1354
110,49025
108,1137
108,1138
108,1139
108,1140
108,1141
109,1145
109,1146
109,1147
109,1148
109,1149
159185,998494
159185,1019795
36357,7633
36357,1062
36357,42206
36357,43301
36357,110553
92769,4761
92769,9274
92769,53596
92769,1743
92769,588
28033,65348
28033,1212
28033,7132
28033,28778
28033,1166
22586,9260
22586,3785
22586,88946
22586,8930
22586,3214
14334,144523
14334,33398
14334,96671
14334,28743
14334,1813030
2636,16483
2636,4430
2636,4512
2636,522
2636,21315
2164,6856
2164,13548
2164,228173
2164,22137
2164,22138
11395,12898
11395,777
11395,19957
11395,38582
11395,1039
278,504
278,192
278,4029
278,6574
278,6576
9905,17258
9905,2040
9905,3061
9905,25136
9905,20056
87078,352
87078,98950
87078,25306
87078,58414
87078,85500
12527,64846
12527,72642
12527,72644
12527,72645
12527,1809288
20306,1979
20306,11805
20306,41820
20306,1121
20306,521717
36614,12536
36614,15337
36614,96460
36614,115713
36614,115714
27993,40009
27993,99351
27993,36173
27993,63208
27993,17604
31439,76913
31439,643
31439,146044
31439,15170
31439,1417404
9067,15309
9067,21411
9067,3489
9067,56890
9067,13604
9059,1954
9059,6573
9059,9575
9059,32290
9059,30485
193,2387
193,2388
193,1213786
193,2390
193,2391
25066,15864
25066,21246
25066,58563
25066,61153
25066,11804
46797,5293
46797,8436
46797,18998
46797,49965
46797,123209
12122,20006
12122,1796
12122,57166
12122,60650
12122,18706
11381,58198
11381,60950
11381,6197
32636,12900
32636,1231
32636,19511
32636,31649
32636,57351
36141,8212
36141,15675
36141,886
36141,27858
36141,10671
95963,32486
95963,62842
95963,3977
95963,95797
95963,182136
1587,85
1587,6193
1587,3196
1587,17768
1587,2453
9271,5292
9271,934
9271,6473
9271,4520
9271,57093
2064,18277
2064,8984
2064,8212
2064,1039
2064,5251
19855,109
19855,1269
19855,51544
19855,78717
19855,85278
60855,25540
60855,158567
60855,158522
60855,86766
60855,231844
236,3051
236,23
236,3052
236,3053
236,3054
48287,70852
48287,131934
48287,38581
48287,40978
48287,112037
3049,206
3049,586
3049,14405
3049,31004
3049,1223629
2759,28641
2759,1331
2759,529
2759,23
2759,1230360
12635,10822
12635,10985
12635,6726
12635,73180
12635,73181
10497,3291
10497,5470
10497,8925
10497,9979
10497,78951
11382,3036
11382,1902
11382,7906
11382,9046
11382,18248
9331,3
9331,5293
9331,10427
9331,22462
9331,15319
10731,4038
10731,2176
10731,18248
10731,57829
10731,11367
10464,2395
10464,11477
10464,53930
10464,3234
10464,1211
34152,1981
34152,18792
34152,1737
34152,112037
34152,112038
9495,57700
9495,57701
9495,8874
9495,7486
9495,39126
29973,2176
29973,4040
29973,12139
29973,2141
888,1230
888,20
888,8872
888,12929
888,6677
13,31
13,32
13,33
13,34
13,35
712,3291
712,1533
712,10726
712,4001
712,10727
16295,4987
16295,56128
16295,4688
16295,6161
16295,9778
48992,141610
48992,288
48992,1381482
48992,91034
48992,1381484
10879,1733
10879,3712
10879,2
10660,2963
10660,2233
10660,4810
10660,17859
10660,6542
10714,58319
10714,2130
10714,17286
10714,4783
10714,8930
41647,10139
41647,2896
41647,10141
41647,1144713
41647,226963
8587,53283
8587,4756
8587,15152
8587,16940
8587,20005
1689,6384
1689,2233
1689,6591
1689,11394
1689,540487
11596,5141
11596,5139
11596,8186
11596,5140
11596,166594
854,206
854,6941
854,42168
854,53400
854,53401
9359,2461
9359,1038
9359,16896
9359,6804
9359,658
23333,10431
23333,55152
23333,4756
23333,12052
23333,3130
36593,7633
36593,12949
36593,12950
36593,12951
36593,10430
12280,2232
12280,3087
12280,515
12280,3141
12280,1811
2788,1920
2788,7399
2788,21197
2788,18324
2788,569
10427,2963
10427,2778
10427,6684
10427,22131
10427,17396
11011,11510
11011,14101
11011,52995
11011,4003
11011,952664
49803,4038
49803,6408
49803,9880
49803,4726
49803,2692
8987,5064
8987,11064
8987,4724
8987,4589
8987,4764
1637,6384
1637,2778
1637,18277
1637,3977
1637,8447
15128,2232
15128,16935
15128,20006
15128,7673
15128,8874
8831,15111
8831,29091
8831,21399
8831,14888
8831,21369
36955,1100
36955,8944
36955,74036
36955,2053
36955,13445
10449,1271
10449,5344
10449,9560
10449,53930
10449,1233
10395,514
10395,290
10395,13548
10395,1160
10395,18794
12160,1269
12160,6065
12160,193
12160,7219
12160,57251
40480,2975
40480,6913
40480,8924
40480,87118
40480,28010
52038,3926
52038,18345
52038,5658
52038,47615
52038,17328
29444,10822
29444,368
29444,28410
29444,16484
29444,59789
26352,35689
26352,17764
26352,9575
26352,53918
26352,36218
39953,1332274
39953,1332275
39953,1332276
39953,670394
39953,1332277
41580,16927
41580,20234
41580,28255
41580,18177
41580,24465
315,4592
315,4593
315,4594
315,4595
315,4596
22067,32486
22067,9575
22067,71913
22067,62842
22067,80622
18242,138939
18242,138940
18242,53332
11667,15111
11667,27888
11667,21702
11667,58646
11667,12207
32502,521
32502,19143
32502,70696
32502,21197
32502,1162
267188,126837
267188,45042
267188,69122
267188,1314585
267188,1240
28732,240086
28732,15234
28732,9045
28732,2295
28732,6726
75555,69651
75555,101282
75555,98608
75555,3337
75555,92843
278939,23764
278939,18687
278939,4250
278939,4971
278939,21523
291731,10401
291731,11805
291731,6726
291731,8540
291731,52374
226229,587
226229,586
226229,121139
226229,55672
203119,4040
203119,15112
203119,80868
203119,58414
203119,10130
172923,7370
172923,7372
172923,224507
172923,47885
316098,24368
8011,38559
8011,16214
8011,13549
8011,10134
8011,53596
171857,32897
171857,176628
171857,177692
2654,4783
2654,27584
2654,920
2654,2076
2654,6916
18069,8395
18069,9045
18069,162945
18069,8986
18069,44831
19092,84077
19092,54422
19092,1897
19092,9562
19092,12974
2758,27888
2758,5657
2758,1062
2758,6886
2758,3234
38129,78029
10436,11856
10436,1160
10436,1920
10436,65284
10436,400
13595,18269
13595,884
13595,19292
13595,58198
13595,21624
46094,4724
46094,134763
46094,134764
46094,134766
46094,17646
9409,3037
9409,2880
9409,12929
9409,1117
9409,15860
11853,289
11853,31140
11853,1533
11853,69597
11853,785
16771,4944
16771,78190
16771,23931
16771,65058
16771,16950
46924,2157
46924,137780
46924,137781
46924,18023
46924,137783
11041,12899
11041,5727
11041,23764
11041,9599
11041,10437
306,776
306,777
306,1210
306,787
306,17396
14522,10697
14522,48
14522,11207
14522,20070
14522,47513
26203,289
26203,18992
26203,1736
26203,54246
26203,4943
178,1229
178,2176
178,2179
178,2177
178,2178
19819,1733
19819,35806
19819,1581
19819,22131
19819,18977
57834,4431
57834,2176
57834,6280
57834,44831
57834,21412
4722,5503
4722,11067
4722,39112
4722,39113
4722,2178
18215,6104
18215,6681
18215,2053
18215,2115
18215,64928
1607,380
1607,9046
1607,17917
1607,17918
1607,17919
26391,1534
26391,22134
26391,16433
26391,1535
26391,591
117553,19143
117553,106435
117553,3035
117553,532
117553,52023
6075,1158
6075,2228
6075,14698
6075,5723
6075,47769
11310,7904
11310,11511
11310,16165
11310,3785
11310,33487
18658,56159
18658,3124
18658,15152
18658,7166
18658,5658
9350,16483
9350,12074
9350,12132
9350,51580
9350,16937
9612,16430
9612,707
9612,58184
9612,57119
9612,14104
2124,62
2124,21817
2124,2049
2124,21818
2124,2154
26261,54812
26261,3785
26261,1902
26261,2055
26261,94974
19176,57755
19176,2628
19176,32597
19176,8874
19176,19838
49299,1037
49299,3125
49299,785
49299,1379575
49299,39115
11566,8945
11566,10205
11566,8924
11566,14721
11566,10182
9571,52474
9571,51792
9571,56934
9571,58000
9571,58001
9739,16483
9739,10814
9739,18277
9739,15788
9739,4589
34444,139
34444,11478
34444,23915
34444,4301
34444,6384
26141,23346
26141,6681
26141,18794
26141,586
26141,4443
10997,69637
10997,643
10997,65277
10997,137917
10997,76913
50463,27106
50463,4513
50463,8984
50463,287
50463,3002
10443,1229
10443,6588
10443,4810
10443,3999
10443,1241
20239,67893
20239,33501
20239,141825
20239,51864
20239,32649
16297,4517
16297,18269
16297,20005
16297,18352
16297,52419
18551,5344
18551,6065
18551,3085
18551,12052
18551,120672
25440,12021
25440,388
25440,20162
25440,42566
25440,23709
9024,521
9024,5503
9024,660
9024,56687
9024,56688
37233,500
37233,10478
37233,193
37233,18686
37233,228
1634,18259
1634,15309
1634,18260
1634,147
1634,18261
13815,75601
13815,4808
13815,2231
13815,10824
13815,75602
5503,3
5503,2176
5503,6068
5503,1231
5503,532
35588,12261
35588,15853
35588,193
35588,3087
35588,1892
2087,7447
2087,326
2087,147
2087,4512
2087,52
41579,11510
41579,12836
41579,21104
41579,3712
41579,134712
18620,32030
18620,1638928
18620,1804391
18620,1804392
18620,1804393
41006,2
41006,1
41006,1
4916,28412
4916,25129
4916,13314
4916,32747
4916,5251
2019,15111
2019,16743
2019,2714
2019,20759
2019,20761
31642,2176
31642,31512
31642,17396
31642,40275
31642,167166
9255,6952
9255,2177
9255,3124
9255,16554
9255,10730
26271,65002
26271,2109
26271,65528
26271,27260
26271,94997
10612,3291
10612,47615
10612,17782
10612,3547
10612,10985
2259,5064
2259,515
2259,16940
2259,1920
2259,3131
16097,1897
16097,66
16097,79320
16097,79321
16097,141827
11934,504
11934,10431
11934,3636
11934,1466
11934,4251
106143,1733
106143,57755
106143,13
106143,8256
106143,199
12475,64998
12475,43120
12475,15309
12475,58563
12475,65344
9386,190
9386,14343
9386,6949
9386,32597
9386,21163
7984,11856
7984,4935
7984,7056
7984,28743
7984,13328
59930,18291
59930,3977
59930,80622
59930,114674
59930,100653
15765,9780
15765,2975
15765,100653
15765,18346
15765,80990
31643,4517
31643,2224
31643,25256
31643,3
31643,8246
6,2880
6,9777
6,5724
6,12799
6,11803
329,4783
329,4784
329,4785
329,4786
329,4789
10909,287
10909,12640
10909,3196
10909,41820
10909,170074
507,7036
507,1146
507,7037
507,7038
507,7039
34024,17772
34024,1924
34024,28950
34024,650
34024,8978
29918,4729
29918,33488
29918,4602
29918,1002069
29918,8351
9593,1100
9593,1164
9593,40176
9593,4391
9593,1735
42580,521
42580,61904
42580,78729
42580,8536
42580,38582
22317,57147
22317,821
22317,9777
22317,3798
22317,18262
1413,16940
1413,11389
1413,23378
1413,385
1413,32595
12121,2395
12121,12836
12121,9781
12121,2888
12121,7906
2246,7447
2246,2227
2246,8984
2246,10739
2246,862
10502,2461
10502,6408
10502,60700
10502,65409
10502,12930
10440,1243
10440,3092
10440,24292
10440,21278
10440,5657
9516,57773
9516,18291
9516,2683
9516,9575
9516,2231
2320,6856
2320,23880
5879,46239
5879,21503
5879,142535
5879,136880
5879,310173
83718,135162
83718,119232
11971,11181
11971,29859
11971,2232
11971,2692
11971,6384
2625,1205
2625,5313
2625,10774
2625,27544
2625,18792
31911,2876
31911,18750
31911,18248
31911,227
788,2157
