"","imdb_id","rating","rating_count","review_count","critics_count"
"379","tt0111756",6.7,38482,155,40
"380","tt0112443",5.4,2425,25,12
"381","tt0110455",6.9,822,9,15
"382","tt0111048",5.9,4270,49,9
"383","tt0110399",5.9,4430,27,8
"384","tt0112570",7.2,424,8,2
"385","tt0109454",7,1509,9,9
"386","tt0059170",6.8,11689,83,89
"387","tt0110186",6.6,2869,19,13
"388","tt0108069",7.4,1275,12,11
"389","tt0111301",3.8,56456,290,61
"390","tt0112702",6.8,3052,34,6
"391","tt0112849",5.9,108,6,1
"392","tt0113014",5.5,1550,17,3
"393","tt0113043",3.4,877,33,12
"394","tt0113104",8,289,5,8
"395","tt0113173",6.1,157,3,0
"396","tt0113319",6.1,136,3,8
"397","tt0113827",5,149,5,1
"398","tt0114047",5.4,169,2,4
"399","tt0112889",7.2,276,5,0
"400","tt0109339",7.2,84,1,2
"401","tt0110027",4.4,17470,81,34
"402","tt0109785",6.3,389,6,8
"403","tt0113409",7.2,48248,237,136
"404","tt0109021",6.5,4066,39,16
"405","tt0109035",6.6,11638,31,10
"406","tt0106220",6.6,63568,132,50
"407","tt0111804",6.7,814,10,7
"408","tt0106226",7.2,39608,157,60
"409","tt0109068",6.1,40583,85,34
"410","tt0109067",5.5,7706,25,7
"411","tt0106292",5.5,11640,51,26
"412","tt0109198",5.1,10272,42,23
"413","tt0109219",7,4887,49,40
"414","tt0106379",5.4,3460,39,12
"415","tt0106400",4.9,15404,67,16
"416","tt0109254",5.5,65532,120,33
"417","tt0109279",6.7,7884,58,19
"418","tt0109297",6.2,6828,39,23
"419","tt0109303",6.2,24638,64,35
"420","tt0109305",6.1,10253,29,16
"421","tt0109306",6.4,5735,34,30
"422","tt0106452",5.9,14467,86,64
"423","tt0106471",4.6,10171,120,38
"424","tt0106489",7.8,107325,204,53
"425","tt0109361",5.1,7242,92,20
"426","tt0106505",5,1914,14,6
"427","tt0106519",7.9,174732,301,106
"428","tt0109439",5.5,16069,44,12
"429","tt0109443",5.7,3283,21,10
"430","tt0106582",6.4,103843,176,74
"431","tt0106598",5.3,44431,75,32
"432","tt0109456",5.1,19968,115,47
"433","tt0109480",5,5550,24,12
"434","tt0109493",5.8,6689,25,14
"435","tt0106660",5.7,3045,22,15
"436","tt0106673",6.8,43080,127,44
"437","tt0106677",7.7,135175,420,156
"438","tt0106697",6.6,134919,226,89
"439","tt0109729",7.6,1603,16,14
"440","tt0106834",4.3,6413,50,24
"441","tt0106873",5.7,5853,47,26
"442","tt0106332",8.1,19817,87,41
"443","tt0109783",5.3,2227,17,11
"444","tt0106881",7.1,18773,114,50
"445","tt0106880",7.2,3472,53,20
"446","tt0111732",6.7,11647,75,15
"447","tt0106926",6.2,4305,40,20
"448","tt0111712",6.8,1400,14,13
"449","tt0106941",6.1,10118,30,13
"450","tt0106918",6.8,96535,149,58
"451","tt0106965",5.9,56817,59,22
"452","tt0109842",7.6,10419,92,31
"453","tt0106977",7.8,229037,286,119
"454","tt0107004",6.5,7251,51,17
"455","tt0109890",5.7,15008,53,20
"456","tt0109891",4.6,6434,19,16
"457","tt0109913",5.6,1759,31,15
"458","tt0109920",5,2042,14,12
"459","tt0107057",5.6,3917,38,23
"460","tt0107076",6.1,37826,182,78
"461","tt0107096",6.8,11520,38,29
"462","tt0107144",6.6,72924,103,29
"463","tt0113674",5.4,1551,17,15
"464","tt0112966",6.6,14496,75,35
"465","tt0107151",6.9,18199,86,25
"466","tt0110064",4.1,2734,12,5
"467","tt0110074",7.3,69032,216,82
"468","tt0110097",5.6,2192,19,14
"469","tt0110123",4.8,10724,31,9
"470","tt0107206",7.2,79293,147,70
"471","tt0107207",8.1,124856,164,46
"472","tt0110137",6.5,1165,11,8
"473","tt0108551",7.2,14387,65,20
"474","tt0110197",5.3,2714,17,17
"475","tt0107286",6.6,13079,86,22
"476","tt0107290",8.1,694901,939,317
"477","tt0107302",6.7,44934,158,54
"478","tt0110265",6.5,18080,95,37
"479","tt0107322",7.6,6352,48,44
"480","tt0110305",5.9,4257,18,11
"481","tt0107362",6.3,115614,267,89
"482","tt0107413",5.5,4715,37,11
"483","tt0110353",5.4,5571,16,13
"484","tt0107468",6.8,7335,45,31
"485","tt0107478",4.9,12798,23,17
"486","tt0107497",6.4,19568,98,43
"487","tt0107501",6.7,24502,95,25
"488","tt0107507",7.4,31281,95,60
"489","tt0107554",7.5,43218,101,30
"490","tt0116253",6.4,43781,153,59
"491","tt0074102",6.6,14710,112,88
"492","tt0111689",7,1058,44,14
"493","tt0107616",7.4,39656,179,41
"494","tt0107611",5.8,5978,34,13
"495","tt0107613",5.9,2756,18,9
"496","tt0107614",6.9,201023,242,51
"497","tt0107653",7.9,26848,116,65
"498","tt0110657",4.3,20285,80,23
"499","tt0110649",5.7,884,18,9
"500","tt0110678",6.1,16657,57,27
"501","tt0110687",4.4,11927,105,25
"502","tt0107756",7.2,11049,74,53
"503","tt0107808",7.5,62378,133,61
"504","tt0107818",7.7,193146,275,73
